"","seqnames","start","end","width","strand","Conc","Conc_SPT5_T0","Conc_SPT5_T15","Fold","p.value","FDR","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","symbol"
"643","XII",650954,651354,401,"*",3.02252996014123,2.80098538741855,3.21453882447538,-0.413553437056828,0.66344700622889,1,"457","YLR256W-A",651117,652439,"+","overlapStart",37,163,"NearestLocation","YLR256W-A"
"644","X",256778,257178,401,"*",3.02397527965569,2.80098538741855,3.21706829845121,-0.416082911032652,0.664910902006136,1,"363","YJL093C",254737,256812,"-","overlapStart",-166,34,"NearestLocation","TOK1"
"645","VII",557596,557996,401,"*",3.6258741119746,3.45695635370618,3.77707090425218,-0.320114550546006,0.667424311632374,1,"283","YGR035W-A",557565,557786,"+","overlapEnd",231,31,"NearestLocation","YGR035W-A"
"646","VIII",54464,54864,401,"*",3.52062202665874,3.67474873466468,3.34803810363735,0.326710631027332,0.672879120811664,1,"328","YHL025W",54851,55849,"+","overlapStart",-187,13,"NearestLocation","SNF6"
"647","XIII",625907,626307,401,"*",3.03197350072517,2.82291212883295,3.21453882447538,-0.391626695642436,0.6755618324168,1,"527","snR83",626349,626654,"+","upstream",-242,42,"NearestLocation","snR83"
"648","XIII",104258,104658,401,"*",3.26114091060162,3.42863609030861,3.07161388793645,0.357022202372163,0.677131682131342,1,"494","YML081C-A",103983,104162,"-","upstream",-296,96,"NearestLocation","ATP18"
"649","XI",80455,80855,401,"*",3.51171937177554,3.66335249822338,3.3422566957018,0.32109580252158,0.684046753762817,1,"388","YKL192C",80160,80537,"-","overlapStart",-118,82,"NearestLocation","ACP1"
"650","XI",439449,439849,401,"*",3.5112041807532,3.66335249822338,3.34109762871982,0.322254869503559,0.68610160901437,1,"417","YKL001C",438777,439385,"-","upstream",-264,64,"NearestLocation","MET14"
"651","X",60419,60819,401,"*",3.3564426349699,3.165434223996,3.52509338831538,-0.359659164319384,0.687004822340984,1,"351","YJL198W",60844,63489,"+","upstream",-225,25,"NearestLocation","PHO90"
"652","XII",40379,40779,401,"*",2.64324605991602,2.84325490193864,2.41097645222772,0.432278449710919,0.692783455396939,1,"432","YLL050C",39804,40414,"-","overlapStart",-165,35,"NearestLocation","COF1"
"653","XI",171309,171709,401,"*",3.56098406609908,3.69866398990234,3.40876534329399,0.289898646608354,0.699619482843239,1,"396","YKL146W",171783,173861,"+","upstream",-274,74,"NearestLocation","AVT3"
"654","IV",507215,507615,401,"*",3.62494312144507,3.76811932850649,3.4659763202077,0.30214300829879,0.702408172725934,1,"102","YDR033W",508147,509109,"+","upstream",-732,532,"NearestLocation","MRH1"
"655","IV",1266824,1267224,401,"*",3.59272873920021,3.44286571212997,3.72847893524678,-0.285613223116814,0.709091234047403,1,"140","YDR397C",1266366,1266898,"-","overlapStart",-126,74,"NearestLocation","NCB2"
"656","XI",108829,109229,401,"*",3.5450577371826,3.40060268105853,3.67635608515465,-0.27575340409612,0.716773240739723,1,"391","YKL180W",109269,110129,"+","upstream",-240,40,"NearestLocation","RPL17A"
"657","VII",368342,368742,401,"*",3.3682023967195,3.51119127570151,3.20946653275538,0.301724742946129,0.719095364502799,1,"266","YGL073W",368753,371254,"+","upstream",-211,11,"NearestLocation","HSF1"
"658","VII",706806,707206,401,"*",3.16750756320657,3.32669195805887,2.98855537290078,0.338136585158093,0.721198226745047,1,"296","tC(GCA)G",707108,707179,"-","includeFeature",173,27,"NearestLocation","tC(GCA)G"
"659","VII",1052241,1052641,401,"*",3.48644014479656,3.61463917179751,3.34572831990528,0.268910851892236,0.739465667227178,1,"321","YGR281W",1052824,1057257,"+","upstream",-383,183,"NearestLocation","YOR1"
"660","XVI",188607,189007,401,"*",3.5919377736325,3.71047457761184,3.4627826311139,0.247691946497944,0.740604671242247,1,"665","YPL189C-A",188307,188513,"-","upstream",-294,94,"NearestLocation","COA2"
"661","I",20745,21145,401,"*",3.55325724368006,3.41426471930043,3.68002778675923,-0.265763067458801,0.746244402135346,1,"2","YAL064W",21566,21850,"+","upstream",-621,421,"NearestLocation","YAL064W"
"662","IV",488440,488840,401,"*",3.42294439605344,3.55114697589777,3.28222829033716,0.268918685560617,0.748909170933382,1,"100","YDR022C",488072,488662,"-","overlapStart",22,178,"NearestLocation","ATG31"
"663","IX",84718,85118,401,"*",2.83427417397879,2.66335249822338,2.98707411141893,-0.323721613195554,0.755218950385482,1,"160","YIL141W",85053,85442,"+","overlapStart",-135,65,"NearestLocation","YIL141W"
"664","II",405876,406276,401,"*",3.51049487681052,3.38594788813971,3.6251390446203,-0.239191156480591,0.759537570548619,1,"39","tR(UCU)B",405878,405949,"+","includeFeature",198,2,"NearestLocation","tR(UCU)B"
"665","III",246583,246983,401,"*",3.4736940137707,3.58927701569318,3.34803810363735,0.24123891205583,0.760520593779442,1,"75","YCR073C",242588,246583,"-","overlapStart",-200,0,"NearestLocation","SSK22"
"666","XII",553937,554337,401,"*",3.57181140177129,3.45695635370618,3.67819310403029,-0.221236750324116,0.770034935207823,1,"451","YLR206W",554578,556419,"+","upstream",-441,241,"NearestLocation","ENT2"
"667","III",225165,225565,401,"*",3.58689245300272,3.69935816038572,3.46491254252296,0.234445617862757,0.771162573161821,1,"71","YCR061W",225563,227458,"+","overlapStart",-198,2,"NearestLocation","YCR061W"
"668","VI",263109,263509,401,"*",3.27777854828617,3.40060268105853,3.14351643452562,0.257086246532905,0.773807180478249,1,"251","YFR055W",264204,265226,"+","upstream",-895,695,"NearestLocation","IRC7"
"669","XII",23098,23498,401,"*",3.15728420441543,3.023377808755,3.27981061332467,-0.256432804569665,0.77409697746442,1,"431","YLL058W",23569,25296,"+","upstream",-271,71,"NearestLocation","YLL058W"
"670","XI",38138,38538,401,"*",3.46330206322091,3.34106858853691,3.57598326807599,-0.234914679539078,0.781588558974704,1,"385","YKL211C",36699,38153,"-","overlapStart",-185,15,"NearestLocation","TRP3"
"671","XVI",411871,412271,401,"*",3.26981847439618,3.38594788813971,3.14351643452562,0.242431453614085,0.782406082915503,1,"677","YPL075W",412254,415362,"+","overlapStart",-183,17,"NearestLocation","GCR1"
"672","II",589188,589588,401,"*",3.41217899111236,3.29566661891836,3.51998087977365,-0.224314260855286,0.782512040674412,1,"51","YBR179C",586547,589114,"-","upstream",-274,74,"NearestLocation","FZO1"
"673","V",342802,343202,401,"*",2.77251908757968,2.9062290654127,2.6251390446203,0.281090020792405,0.790914614277968,1,"216","YER092W",342855,343232,"+","overlapStart",147,30,"NearestLocation","IES5"
"674","IV",1182954,1183354,401,"*",3.02101152579817,2.88554160756316,3.14484554414978,-0.259303936586619,0.79229322575048,1,"136","YDR353W",1183299,1184258,"+","overlapStart",-145,55,"NearestLocation","TRR1"
"675","I",210851,211251,401,"*",3.25874838584141,3.37114270391324,3.13685245712111,0.234290246792136,0.796958479974008,1,"12","YAR053W",208367,208663,"+","downstream",2684,2188,"NearestLocation","YAR053W"
"676","XII",611666,612066,401,"*",3.62123706300078,3.71047457761184,3.52611371953714,0.1843608580747,0.802733449475667,1,"454","YLR235C",611532,611930,"-","overlapStart",64,134,"NearestLocation","YLR235C"
"677","V",474454,474854,401,"*",3.36159898884672,3.24784055970854,3.46703931408908,-0.219198754380537,0.81020624863328,1,"229","YER153C",474041,474805,"-","overlapStart",151,49,"NearestLocation","PET122"
"678","III",227717,228117,401,"*",3.59846943845375,3.67474873466468,3.51793079270279,0.156817941961888,0.828798488763632,1,"72","tS(CGA)C",227942,228042,"+","includeFeature",-25,75,"NearestLocation","SUP61"
"679","XI",382792,383192,401,"*",3.6023445389355,3.67474873466468,3.52611371953714,0.148635015127542,0.834929287725355,1,"414","YKL030W",382498,383103,"+","overlapEnd",494,89,"NearestLocation","YKL030W"
"680","XII",390516,390916,401,"*",3.60345528191853,3.52463317151894,3.67819310403029,-0.153559932511346,0.838426457625794,1,"443","YLR121C",388744,390270,"-","upstream",-446,246,"NearestLocation","YPS3"
"681","X",354136,354536,401,"*",3.08178712065374,3.165434223996,2.99299005399583,0.172444170000162,0.845222884185907,1,"367","tY(GUA)J1",354244,354332,"+","includeFeature",92,108,"NearestLocation","SUP7"
"682","X",378335,378735,401,"*",3.43355207493434,3.51119127570151,3.3514958602332,0.159695415468307,0.845380084780362,1,"370","tV(AAC)J",378360,378433,"+","includeFeature",175,25,"NearestLocation","tV(AAC)J"
"683","XI",567307,567707,401,"*",3.08317430581736,3.165434223996,2.99593895294887,0.169495271047124,0.849734453750617,1,"422","YKR066C",566113,567198,"-","upstream",-309,109,"NearestLocation","CCP1"
"684","XIII",901272,901672,401,"*",3.26519738912987,3.18249497392645,3.34341483223219,-0.160919858305739,0.859630370901105,1,"541","YMR313C",899379,901307,"-","overlapStart",-165,35,"NearestLocation","TGL3"
"685","II",642633,643033,401,"*",3.64051292968336,3.69866398990234,3.57991915693476,0.118744832967578,0.865003484002408,1,"57","tC(GCA)B",643007,643078,"-","overlapEnd",245,26,"NearestLocation","tC(GCA)B"
"686","XII",444855,445255,401,"*",3.27379051362241,3.19935632577727,3.34457203980366,-0.145215714026391,0.867724940315356,1,"445","YLR152C",442958,444688,"-","upstream",-367,167,"NearestLocation","YLR152C"
"687","IV",914755,915155,401,"*",3.57369115585293,3.62642518377003,3.518956200388,0.107468983382031,0.879485776760041,1,"122","YDR224C",914317,914712,"-","upstream",-243,43,"NearestLocation","HTB1"
"688","V",225360,225760,401,"*",3.57615625445885,3.62642518377003,3.52407233496411,0.102352848805917,0.882411020207882,1,"202","YER037W",225889,226854,"+","upstream",-329,129,"NearestLocation","PHM8"
"689","XI",146793,147193,401,"*",3.52542415794335,3.47091070362991,3.57795255471699,-0.107041851087079,0.885039956039489,1,"393","YKL162C-A",145922,146074,"-","upstream",-919,719,"NearestLocation","YKL162C-A"
"690","II",504415,504815,401,"*",3.62196728285869,3.56346100987336,3.67819310403029,-0.114732094156929,0.890543712047856,1,"48","YBR135W",504854,505306,"+","upstream",-239,39,"NearestLocation","CKS1"
"691","XII",636102,636502,401,"*",3.00760588407198,2.94673476067306,3.06601233391377,-0.119277573240713,0.892114792773703,1,"455","YLR249W",636780,639914,"+","upstream",-478,278,"NearestLocation","YEF3"
"692","XIV",507322,507722,401,"*",3.35217377501064,3.29566661891836,3.40655084035942,-0.110884221441056,0.893099800920079,1,"575","YNL063W",507758,508702,"+","upstream",-236,36,"NearestLocation","MTQ1"
"693","XIV",586726,587126,401,"*",3.35217377501064,3.29566661891836,3.40655084035942,-0.110884221441056,0.893099800920079,1,"581","YNL024C-A",586602,586820,"-","overlapStart",-106,94,"NearestLocation","KSH1"
"694","VII",433731,434131,401,"*",2.69210819550249,2.75610608781576,2.6251390446203,0.130967043195457,0.898261027494265,1,"274","YGL034C",433214,433579,"-","upstream",-352,152,"NearestLocation","YGL034C"
"695","IV",524750,525150,401,"*",3.45226874377239,3.4976229600853,3.40544231288262,0.0921806472026838,0.900553719933493,1,"103","YDR036C",523211,524713,"-","upstream",-237,37,"NearestLocation","EHD3"
"696","X",136549,136949,401,"*",3.33327227717721,3.38594788813971,3.27860025378494,0.107347634354773,0.903308732897637,1,"357","YJL151C",136372,136773,"-","overlapStart",24,176,"NearestLocation","SNA3"
"697","XV",117848,118248,401,"*",3.54534420325495,3.51198174782247,3.57795255471699,-0.0659708068945193,0.91637914391051,1,"597","YOL103W-A",118000,119322,"+","overlapStart",48,152,"NearestLocation","YOL103W-A"
"698","XV",117848,118248,401,"*",3.54534420325495,3.51198174782247,3.57795255471699,-0.0659708068945193,0.91637914391051,1,"597","YOL103W-B",118000,123268,"+","overlapStart",48,152,"NearestLocation","YOL103W-B"
"699","II",202613,203013,401,"*",3.20929957457736,3.26489756995909,3.1514727870756,0.113424782883496,0.918880496524498,1,"28","YBL011W",203538,205817,"+","upstream",-725,525,"NearestLocation","SCT1"
"700","XIV",107197,107597,401,"*",3.5317050704289,3.48392582414248,3.57795255471699,-0.0940267305745102,0.919626283847596,1,"553","YNL282W",107687,108274,"+","upstream",-290,90,"NearestLocation","POP3"
"701","XI",70429,70829,401,"*",3.03685473239367,3.07803418270312,2.99446525692364,0.0835689257794767,0.922064692119237,1,"387","YKL198C",68232,70220,"-","upstream",-409,209,"NearestLocation","PTK1"
"702","XIII",258868,259268,401,"*",3.18037597651761,3.21505236298706,3.14484554414978,0.0702068188372875,0.922634682919143,1,"506","tS(AGA)M",259158,259239,"-","includeFeature",171,29,"NearestLocation","tS(AGA)M"
"703","XV",880575,880975,401,"*",2.66623316128441,2.70978573664746,2.62132476974483,0.0884609669026326,0.927434216708898,1,"640","YOR300W",880575,880883,"+","includeFeature",200,0,"NearestLocation","YOR300W"
"704","XVI",99063,99463,401,"*",3.09803028145425,3.13069526624199,3.06460854049202,0.0660867257499751,0.931540285737135,1,"660","YPL239W",99484,100086,"+","upstream",-221,21,"NearestLocation","YAR1"
"705","XIV",68386,68786,401,"*",3.54953347409214,3.52463317151894,3.57401128967324,-0.0493781181542978,0.948810483299637,1,"548","YNL298W",68915,71443,"+","upstream",-329,129,"NearestLocation","CLA4"
"706","XIII",777333,777733,401,"*",3.48876092379185,3.51119127570151,3.4659763202077,0.0452149554938051,0.949357329629001,1,"534","YMR253C",775946,777190,"-","upstream",-343,143,"NearestLocation","YMR253C"
"707","IV",1278944,1279344,401,"*",3.12138037138788,3.09615377642266,3.14617343043392,-0.0500196540112552,0.961448873306268,1,"141","YDR406W",1279210,1283799,"+","overlapStart",-66,134,"NearestLocation","PDR15"
"708","XVI",106732,107132,401,"*",3.63389991992527,3.63883960688677,3.62894326169587,0.0098963451909051,0.980602661399948,1,"661","YPL232W",107275,108147,"+","upstream",-343,143,"NearestLocation","SSO1"
"709","XV",949267,949667,401,"*",2.73301818010694,2.73313180414927,2.73290454711508,0.000227257034188355,0.987244896634938,1,"647","YOR336W",949773,953870,"+","upstream",-306,106,"NearestLocation","KRE5"
"710","IV",485398,485798,401,"*",2.70967025887937,2.68605565424408,2.73290454711508,-0.0468488928709947,0.987281593471548,1,"99","YDR019C",484163,485365,"-","upstream",-233,33,"NearestLocation","GCV1"
"711","III",48239,48639,401,"*",2.8953715272924,2.88554160756316,2.90513492307658,-0.0195933155134256,0.988339570779265,1,"62","YCL044C",47111,48364,"-","overlapStart",-75,125,"NearestLocation","MGR1"
"712","XIII",67928,68328,401,"*",3.51764618130382,3.51119127570151,3.52407233496411,-0.0128810592626087,0.992379756229938,1,"490","snR85",67768,67938,"-","overlapStart",-190,10,"NearestLocation","snR85"
