chr	start	end	interval_id	num_peaks	num_samples	SPT5_T0_R1.bool	SPT5_T0_R2.bool	SPT5_T15_R1.bool	SPT5_T15_R2.bool	SPT5_T0_R1.fc	SPT5_T0_R2.fc	SPT5_T15_R1.fc	SPT5_T15_R2.fc	SPT5_T0_R1.qval	SPT5_T0_R2.qval	SPT5_T15_R1.qval	SPT5_T15_R2.qval	SPT5_T0_R1.pval	SPT5_T0_R2.pval	SPT5_T15_R1.pval	SPT5_T15_R2.pval	SPT5_T0_R1.start	SPT5_T0_R2.start	SPT5_T15_R1.start	SPT5_T15_R2.start	SPT5_T0_R1.end	SPT5_T0_R2.end	SPT5_T15_R1.end	SPT5_T15_R2.end	SPT5_T0_R1.summit	SPT5_T0_R2.summit	SPT5_T15_R1.summit	SPT5_T15_R2.summit
V	56298	56621	Interval_369	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.12281	NA	NA	NA	4.70937	NA	NA	NA	6.94346	NA	NA	NA	56298	NA	NA	NA	56621	NA	NA	NA	140	NA	NA
V	61106	61451	Interval_370	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.46616	NA	NA	NA	3.6293	NA	NA	NA	5.72307	NA	NA	NA	61106	NA	NA	NA	61451	NA	NA	NA	139	NA	NA
V	68210	68397	Interval_371	1	1	TRUE	FALSE	FALSE	FALSE	2.93916	NA	NA	NA	1.45004	NA	NA	NA	3.13549	NA	NA	NA	68210	NA	NA	NA	68397	NA	NA	NA	91	NA	NA	NA
V	68583	70353	Interval_372	4	4	TRUE	TRUE	TRUE	TRUE	8.27576	12.4852	7.69402	7.16326	13.0979	23.6823	11.3651	10.6965	16.4214	27.363	14.5143	14.0589	68908	68583	68903	68991	70353	69772	69678	69502	374	710	530	302
V	80027	80402	Interval_373	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.11927	3.29675	NA	NA	5.68937	2.01181	NA	NA	7.97703	3.77229	NA	NA	80027	80219	NA	NA	80278	80402	NA	NA	184	48
V	84798	85719	Interval_374	4	4	TRUE	TRUE	TRUE	TRUE	10.2462	9.99445	7.09483	7.93625	18.5587	14.2628	10.8562	9.94222	22.3905	17.4617	13.9405	13.237	84798	84800	84905	84800	85676	85619	85600	85719	389	522	429	419
V	86463	86739	Interval_375	2	2	FALSE	TRUE	FALSE	TRUE	NA	4.70327	NA	4.23267	NA	3.92038	NA	3.2911	NA	6.10956	NA	5.35199	NA	86518	NA	86463	NA	86739	NA	86726	NA	20	NA	10
V	99900	100168	Interval_376	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.47912	NA	NA	NA	5.67918	NA	NA	NA	7.96467	NA	NA	NA	99900	NA	NA	NA	100168	NA	NA	NA	258	NA
V	117435	118208	Interval_377	4	4	TRUE	TRUE	TRUE	TRUE	10.0107	7.04108	9.5631	6.08877	14.0445	9.05403	14.435	8.02901	17.4897	11.7775	18.0775	10.9772	117435	117535	117552	117477	118103	118084	118208	118086	557	331	248	368
V	123106	123601	Interval_378	4	4	TRUE	TRUE	TRUE	TRUE	6.86091	8.63464	7.59425	10.2969	8.07133	11.4601	10.468	15.3495	10.7819	14.4025	13.4787	19.2915	123106	123126	123134	123126	123553	123601	123527	123567	294	334	238	136
V	131064	131621	Interval_379	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.5034	NA	NA	NA	3.80981	NA	NA	NA	5.95409	NA	NA	NA	131064	NA	NA	NA	131621	NA	NA	NA	474
V	140477	141770	Interval_380	4	4	TRUE	TRUE	TRUE	TRUE	12.0422	19.1588	4.96638	7.82325	19.8253	37.9667	5.73872	9.81981	23.7334	41.9026	8.03723	13.0512	140477	140562	140569	140507	141458	141639	141454	141770	373	404	104	457
V	149949	150165	Interval_381	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.26375	NA	NA	NA	3.48431	NA	NA	NA	5.58085	NA	NA	NA	149949	NA	NA	NA	150165	NA	NA	NA	211
V	152477	153287	Interval_382	4	4	TRUE	TRUE	TRUE	TRUE	4.4227	6.24261	4.78155	2.56495	3.59767	7.55079	4.46984	1.34633	5.65336	10.1219	6.60906	2.93257	152672	152731	152477	152894	152886	153287	153194	153160	126	116	582	71
V	174577	175002	Interval_383	3	3	TRUE	FALSE	TRUE	TRUE	6.47751	NA	7.0971	8.2739	7.00667	NA	8.78187	11.1326	9.59481	NA	11.5025	14.5901	174711	NA	174697	174577	175002	NA	175002	174968	212	NA	96	224
V	177116	177673	Interval_384	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.37615	NA	NA	NA	3.72504	NA	NA	NA	5.75546	NA	NA	NA	177116	NA	NA	NA	177673	NA	NA	NA	12	NA
V	191947	192482	Interval_385	4	4	TRUE	TRUE	TRUE	TRUE	7.32976	5.68836	7.33149	8.89635	9.35903	5.89996	10.4612	13.2714	12.2459	8.29909	13.4714	16.9766	191947	192018	191947	191957	192306	192250	192383	192482	257	132	259	217
V	194660	195020	Interval_386	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.66575	5.82271	NA	NA	2.7807	6.2046	NA	NA	4.65831	8.79627	NA	NA	194746	194660	NA	NA	195020	195009	NA	NA	218	305
V	208614	208814	Interval_387	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.3369	NA	NA	NA	3.57123	NA	NA	NA	5.69441	NA	NA	NA	208614	NA	NA	NA	208814	NA	NA	NA	96
V	211750	212418	Interval_388	3	3	TRUE	TRUE	FALSE	TRUE	5.0035	4.70327	NA	6.86958	4.55363	3.92038	NA	7.90023	6.74913	6.10956	NA	10.7961	212078	211928	NA	211750	212262	212339	NA	212418	125	156	NA	419
V	221370	222764	Interval_389	5	4	TRUE	TRUE	TRUE	TRUE	6.44124;2.91966	6.86885	4.52791	7.69797	6.97759;2.05143	7.89674	6.953	9.63503	9.53361;3.8289	10.4992	9.4326	12.846	221569;222307	222275	221370	222239	221756;222527	222522	222535	222764	92;116	95	997	177
V	225387	225724	Interval_390	3	3	TRUE	FALSE	TRUE	TRUE	6.84446	NA	7.36879	3.29675	7.78742	NA	9.47128	2.01181	10.4584	NA	12.3094	3.77229	225387	NA	225511	225440	225685	NA	225724	225695	97	NA	91	6
V	242107	242571	Interval_391	2	2	TRUE	FALSE	FALSE	TRUE	3.86638	NA	NA	5.30066	3.37133	NA	NA	5.25742	5.40493	NA	NA	7.68121	242119	NA	NA	242107	242565	NA	NA	242571	214	NA	NA	61
V	259993	260269	Interval_392	1	1	TRUE	FALSE	FALSE	FALSE	4.16121	NA	NA	NA	3.2198	NA	NA	NA	5.23994	NA	NA	NA	259993	NA	NA	NA	260269	NA	NA	NA	162	NA	NA	NA
V	261267	261830	Interval_393	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	6.91703	5.01428	NA	NA	8.81262	5.65672	NA	NA	11.5764	8.11709	NA	NA	261366	261267	NA	NA	261830	261801	NA	NA	376	470
V	264150	264619	Interval_394	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.70227	4.3369	NA	NA	6.77839	3.57123	NA	NA	9.24761	5.69441	NA	NA	264150	264251	NA	NA	264538	264619	NA	NA	318	181
V	266153	266317	Interval_395	1	1	TRUE	FALSE	FALSE	FALSE	4.16121	NA	NA	NA	3.2198	NA	NA	NA	5.23994	NA	NA	NA	266153	NA	NA	NA	266317	NA	NA	NA	23	NA	NA	NA
V	268319	269154	Interval_396	4	4	TRUE	TRUE	TRUE	TRUE	6.76196	6.36731	5.27681	6.59351	7.93042	7.12786	5.38512	7.84392	10.6208	9.67296	7.64343	10.6877	268414	268319	268414	268428	268769	269154	268720	268828	115	394	221	224
V	270268	270568	Interval_397	2	2	TRUE	TRUE	FALSE	FALSE	5.37807	7.56665	NA	NA	5.23122	9.50203	NA	NA	7.55594	12.2709	NA	NA	270341	270268	NA	NA	270530	270568	NA	NA	84	155	NA	NA
V	278995	279592	Interval_398	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	6.40832	3.82391	NA	NA	7.50554	2.78204	NA	NA	10.0487	4.71832	NA	NA	278995	279261	NA	NA	279592	279558	NA	NA	368	262
V	280799	281563	Interval_399	4	4	TRUE	TRUE	TRUE	TRUE	9.09971	5.35081	9.5631	6.08877	12.3146	5.67265	14.435	8.02901	15.5527	8.04452	18.0775	10.9772	280799	280946	280813	280825	281476	281425	281537	281563	410	120	313	283
V	284438	285072	Interval_400	4	4	TRUE	TRUE	TRUE	TRUE	10.4166	6.573	8.4643	7.22817	15.4422	7.45115	12.0632	8.93928	19.0219	10.009	15.3375	12.0809	284446	284484	284451	284438	285023	285011	284996	285072	339	270	228	333
V	291374	291662	Interval_401	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.45943	NA	NA	NA	2.20014	NA	NA	NA	4.01797	NA	NA	NA	291374	NA	NA	NA	291662	NA	NA	NA	28
V	292701	292910	Interval_402	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.79279	NA	NA	NA	2.8787	NA	NA	NA	4.85401	NA	NA	NA	292701	NA	NA	NA	292910	NA	NA	NA	45
V	295088	295734	Interval_403	3	3	TRUE	FALSE	TRUE	TRUE	3.48248	NA	4.45188	5.16543	2.17451	NA	3.83415	5.07342	3.97012	NA	5.87354	7.4672	295088	NA	295094	295163	295734	NA	295526	295348	590	NA	268	65
V	298269	298537	Interval_404	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.29167	NA	NA	NA	2.03458	NA	NA	NA	3.76466	NA	NA	NA	298269	NA	NA	NA	298537	NA	NA	NA	203	NA
V	303280	303814	Interval_405	4	4	TRUE	TRUE	TRUE	TRUE	5.55944	6.82407	8.15507	5.01428	5.50494	9.44304	11.2545	5.65672	7.85007	12.2113	14.3957	8.11709	303447	303280	303355	303345	303779	303808	303814	303806	253	285	242	283
V	305928	306255	Interval_406	2	2	TRUE	FALSE	TRUE	FALSE	5.38111	NA	6.51688	NA	5.70995	NA	8.60555	NA	8.09272	NA	11.3074	NA	305928	NA	305947	NA	306164	NA	306255	NA	119	NA	136	NA
V	311417	311937	Interval_407	4	4	TRUE	TRUE	TRUE	TRUE	4.72901	3.93688	5.02711	5.07785	4.82931	2.90086	6.38967	5.47036	7.05206	4.89188	8.78536	7.90984	311714	311621	311477	311417	311937	311839	311795	311759	72	75	197	41
V	311948	312179	Interval_408	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.57518	NA	NA	NA	4.11354	NA	NA	NA	6.28591	NA	NA	NA	311948	NA	NA	NA	312179	NA	NA	NA	151
V	321957	322134	Interval_409	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.3369	NA	NA	NA	3.57123	NA	NA	NA	5.69441	NA	NA	NA	321957	NA	NA	NA	322134	NA	NA	NA	123
V	328300	328540	Interval_410	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.91656	NA	NA	NA	2.9442	NA	NA	NA	4.86059	NA	NA	NA	328300	NA	NA	NA	328540	NA	NA	NA	110	NA
V	335133	336143	Interval_411	4	4	TRUE	TRUE	TRUE	TRUE	7.7609	4.01574	7.50164	6.03092	10.341	3.78316	10.7228	8.63531	13.3383	5.89106	13.7537	11.6519	335389	335423	335133	335448	335781	335988	335990	336143	169	186	646	159
V	342449	343461	Interval_412	5	4	TRUE	TRUE	TRUE	TRUE	5.20151	6.89792	6.21602	6.40525;2.8653	4.9627	8.1892	7.22423	7.56865;1.59351	7.27291	10.8424	9.73957	10.3841;3.26305	342491	342566	342477	342449;343109	343461	342952	342767	342811;343364	140	82	124	249;36
V	349484	350008	Interval_413	3	3	TRUE	FALSE	TRUE	TRUE	4.03583	NA	5.48057	6.16366	3.2198	NA	5.91228	7.5405	5.22847	NA	8.25097	10.3521	349538	NA	349484	349513	349782	NA	350008	349855	227	NA	356	257
V	354670	355329	Interval_414	4	4	TRUE	TRUE	TRUE	TRUE	5.12309	8.02358	5.35734	8.40327	5.62249	10.8615	7.80934	11.7441	7.98321	13.7673	10.4193	15.2373	354670	354937	354934	354917	355253	355329	355281	355239	402	96	91	126
V	362289	362643	Interval_415	2	2	FALSE	TRUE	FALSE	TRUE	NA	9.40654	NA	5.81992	NA	12.9823	NA	5.96222	NA	16.0759	NA	8.51083	NA	362294	NA	362289	NA	362619	NA	362643	NA	113	NA	207
V	386748	387084	Interval_416	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.467	NA	NA	NA	7.03535	NA	NA	NA	9.57704	NA	NA	NA	386748	NA	NA	NA	387084	NA	NA	NA	270	NA	NA
V	396288	396659	Interval_417	4	4	TRUE	TRUE	TRUE	TRUE	7.09351	10.5309	5.6555	8.00605	10.0949	16.8065	7.9765	10.3896	13.0748	20.1738	10.5996	13.7386	396371	396371	396316	396288	396659	396627	396604	396614	160	181	226	93
V	400761	401059	Interval_418	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.66575	NA	NA	NA	2.7807	NA	NA	NA	4.65831	NA	NA	NA	400761	NA	NA	NA	401059	NA	NA	NA	189	NA
V	409259	409535	Interval_419	2	2	TRUE	TRUE	FALSE	FALSE	4.54985	4.11536	NA	NA	3.78725	2.99815	NA	NA	5.85825	5.04767	NA	NA	409259	409318	NA	NA	409505	409535	NA	NA	39	212	NA	NA
V	422043	422357	Interval_420	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.11536	NA	NA	NA	2.99815	NA	NA	NA	5.04767	NA	NA	NA	422043	NA	NA	NA	422357	NA	NA	NA	42	NA	NA
V	422445	423458	Interval_421	4	4	TRUE	TRUE	TRUE	TRUE	7.06638	5.01474	6.61108	5.81992	8.09106	4.73013	7.77011	5.96222	10.8321	6.97632	10.3761	8.51083	423255	422622	423225	422445	423444	423458	423432	423305	120	809	72	527
V	430870	431383	Interval_422	3	3	TRUE	TRUE	FALSE	TRUE	4.03583	6.467	NA	5.81992	3.2198	7.03535	NA	5.96222	5.22847	9.57704	NA	8.51083	430870	430940	NA	430909	431383	431351	NA	431326	389	260	NA	377
V	434428	434596	Interval_423	1	1	TRUE	FALSE	FALSE	FALSE	5.29979	NA	NA	NA	4.94477	NA	NA	NA	7.23605	NA	NA	NA	434428	NA	NA	NA	434596	NA	NA	NA	86	NA	NA	NA
V	435459	436224	Interval_424	2	2	TRUE	TRUE	FALSE	FALSE	7.65524	4.0101	NA	NA	9.22344	2.88888	NA	NA	12.1038	4.87673	NA	NA	435459	435626	NA	NA	436023	436224	NA	NA	227	180	NA	NA
V	438724	439614	Interval_425	2	2	TRUE	TRUE	FALSE	FALSE	7.02681	2.93954	NA	NA	8.05664	1.3745	NA	NA	10.765	3.10224	NA	NA	438724	439390	NA	NA	439474	439614	NA	NA	616	148	NA	NA
V	441760	443118	Interval_426	4	4	TRUE	TRUE	TRUE	TRUE	11.2106	11.0324	10.1826	7.71004	19.5651	18.0797	17.7275	9.94222	23.456	21.5197	21.7249	13.2554	441760	442019	442012	442051	442647	443118	442487	442483	359	251	123	250
V	461740	462457	Interval_427	3	3	TRUE	TRUE	TRUE	FALSE	8.41008	5.79671	6.21536	NA	10.9481	6.60011	7.22423	NA	14.0239	9.06731	9.73852	NA	461917	461927	461740	NA	462439	462457	462395	NA	108	189	232	NA
V	462692	462899	Interval_428	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.51032	NA	NA	NA	2.18348	NA	NA	NA	4.09538	NA	NA	NA	462692	NA	NA	NA	462899	NA	NA	NA	57	NA	NA
V	463057	463466	Interval_429	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.25844	NA	NA	NA	2.09149	NA	NA	NA	3.85911	NA	NA	NA	463057	NA	NA	NA	463466	NA	NA	NA	245	NA
V	467587	468225	Interval_430	4	4	TRUE	TRUE	TRUE	TRUE	5.70372	4.60514	8.3513	5.68157	5.70995	3.8258	11.538	5.8124	8.08693	5.94827	14.7168	8.28819	467628	467630	467630	467587	468114	468103	468213	468225	381	400	341	459
V	474165	474976	Interval_431	3	3	TRUE	FALSE	TRUE	TRUE	3.5874	NA	3.44907	3.85502	2.47311	NA	2.47918	2.80172	4.35761	NA	4.3239	4.76602	474175	NA	474165	474493	474457	NA	474536	474976	158	NA	170	172
V	482963	483175	Interval_432	1	1	TRUE	FALSE	FALSE	FALSE	4.73447	NA	NA	NA	4.35621	NA	NA	NA	6.53521	NA	NA	NA	482963	NA	NA	NA	483175	NA	NA	NA	126	NA	NA	NA
V	490894	491494	Interval_433	4	4	TRUE	TRUE	TRUE	TRUE	7.17481	9.02036	5.67587	5.30066	9.47864	12.7591	7.37522	5.25742	12.3837	15.8185	9.90463	7.68121	490972	490894	491038	490990	491346	491494	491356	491348	292	376	222	150
V	492162	492407	Interval_434	2	2	TRUE	FALSE	FALSE	TRUE	5.29979	NA	NA	3.70359	4.94477	NA	NA	2.4887	7.23605	NA	NA	4.39254	492164	NA	NA	492162	492407	NA	NA	492399	158	NA	NA	188
V	522813	523048	Interval_435	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.29084	NA	NA	NA	5.02375	NA	NA	NA	7.41575	NA	NA	NA	522813	NA	NA	NA	523048	NA	NA	NA	53
V	544782	545568	Interval_436	4	4	TRUE	TRUE	TRUE	TRUE	7.65524	4.01179	6.61108	3.76772	9.22344	2.99177	7.77011	2.71453	12.1038	5.00755	10.3761	4.63233	545104	544795	544782	544962	545568	545477	545438	545478	164	150	435	413
V	546641	547390	Interval_437	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.25844	4.3369	NA	NA	2.09149	3.57123	NA	NA	3.85911	5.69441	NA	NA	546641	546646	NA	NA	547107	547390	NA	NA	40	386
V	569832	570714	Interval_438	4	4	TRUE	TRUE	TRUE	TRUE	12.3662	11.5934	4.2114	10.3301	19.3878	21.0862	5.59866	15.4012	23.2742	24.6718	7.87534	19.3466	569832	569884	569832	569902	570714	570680	570506	570600	649	396	282	415
VI	4240	5557	Interval_439	3	3	TRUE	TRUE	FALSE	TRUE	9.56301	17.2693	NA	4.52002	17.457	32.7971	NA	4.20451	21.2077	36.706	NA	6.44833	4240	4483	NA	4506	5296	5557	NA	5233	328	480	NA	566
VI	16592	16853	Interval_440	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.11536	NA	NA	NA	2.99815	NA	NA	NA	5.04767	NA	NA	NA	16592	NA	NA	NA	16853	NA	NA	NA	44	NA	NA
VI	27834	28080	Interval_441	3	3	TRUE	FALSE	TRUE	TRUE	3.53319	NA	3.05127	3.1745	2.20485	NA	1.61092	1.7468	4.05174	NA	3.30288	3.48938	27834	NA	27840	27840	28080	NA	28056	28037	220	NA	69	110
VI	31852	32180	Interval_442	1	1	TRUE	FALSE	FALSE	FALSE	4.12206	NA	NA	NA	3.07073	NA	NA	NA	5.05863	NA	NA	NA	31852	NA	NA	NA	32180	NA	NA	NA	257	NA	NA	NA
VI	54831	55266	Interval_443	4	4	TRUE	TRUE	TRUE	TRUE	5.37807	5.03825	3.77433	3.85502	5.23122	4.57777	2.77544	2.80172	7.55594	6.80551	4.64244	4.76602	54831	54913	54988	54927	55233	55266	55207	55142	389	163	204	73
VI	74716	75006	Interval_444	3	3	TRUE	FALSE	TRUE	TRUE	6.06426	NA	4.70239	4.63563	6.42187	NA	4.36595	4.37856	8.90798	NA	6.48495	6.63107	74827	NA	74716	74752	75006	NA	74949	74935	90	NA	22	82
VI	76617	77032	Interval_445	1	1	TRUE	FALSE	FALSE	FALSE	3.32632	NA	NA	NA	1.95579	NA	NA	NA	3.72343	NA	NA	NA	76617	NA	NA	NA	77032	NA	NA	NA	149	NA	NA	NA
VI	82110	82430	Interval_446	3	3	TRUE	TRUE	TRUE	FALSE	3.94084	4.52828	3.32453	NA	3.26662	3.72034	3.0077	NA	5.29478	5.82328	4.92763	NA	82110	82142	82145	NA	82416	82423	82430	NA	31	24	163	NA
VI	90397	90919	Interval_447	4	4	TRUE	TRUE	TRUE	TRUE	9.34143	6.467	7.17233	4.3369	12.6969	7.03535	9.18111	3.57123	15.9641	9.57704	11.9903	5.69441	90437	90397	90442	90445	90903	90919	90905	90895	108	488	240	381
VI	95147	95966	Interval_448	4	4	TRUE	TRUE	TRUE	TRUE	7.09351	8.81863	4.09173	5.81992	10.0949	11.7289	4.88996	5.96222	13.0748	14.7163	7.08093	8.51083	95282	95147	95394	95147	95960	95966	95817	95839	252	497	283	194
VI	101167	101506	Interval_449	1	1	TRUE	FALSE	FALSE	FALSE	6.72638	NA	NA	NA	8.48285	NA	NA	NA	11.2674	NA	NA	NA	101167	NA	NA	NA	101506	NA	NA	NA	231	NA	NA	NA
VI	103386	103632	Interval_450	1	1	TRUE	FALSE	FALSE	FALSE	3.12091	NA	NA	NA	1.68833	NA	NA	NA	3.40792	NA	NA	NA	103386	NA	NA	NA	103632	NA	NA	NA	143	NA	NA	NA
VI	106254	107738	Interval_451	5	4	TRUE	TRUE	TRUE	TRUE	7.96224	4.41557	10.1709;5.59399	7.79046	9.98571	4.08572	15.3287;5.81914	10.8444	12.9295	6.28294	19.0823;8.14794	14.2306	106254	106458	106350;107340	106259	106746	106657	107098;107568	107738	181	190	386;78	317
VI	176624	177059	Interval_452	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	8.15625	4.52002	NA	NA	12.0095	4.20451	NA	NA	15.2826	6.44833	NA	NA	176624	176678	NA	NA	177059	176971	NA	NA	205	71
VI	183052	184373	Interval_453	7	4	TRUE	TRUE	TRUE	TRUE	5.91126;4.7815	7.00756	7.54067;3.04157	3.33669;6.73201	7.31332;5.10979	8.36436	13.1259;2.55905	2.47729;7.99224	9.93829;7.42645	11.0219	16.5651;4.40678	4.33796;10.9112	183052;184114	183172	183071;183767	183090;183713	183322;184373	184357	183359;184056	183369;184273	147;47	849	169;184	12;254
VI	204699	205165	Interval_454	3	3	TRUE	TRUE	TRUE	FALSE	4.12206	3.2689	3.55981	NA	3.07073	1.84316	2.33383	NA	5.05863	3.6343	4.17099	NA	204699	204886	204703	NA	205165	205090	205066	NA	180	115	179	NA
VI	221370	222200	Interval_455	4	4	TRUE	TRUE	TRUE	TRUE	8.73881	12.8402	4.2569	6.74629	12.1436	21.4678	4.19104	7.99224	15.3532	25.0804	6.28777	10.9343	221457	221370	221564	221587	222200	221936	221824	221864	399	397	97	76
VI	223845	224104	Interval_456	2	2	FALSE	TRUE	FALSE	TRUE	NA	7.08261	NA	6.30794	NA	8.48172	NA	7.12609	NA	11.1453	NA	9.88724	NA	223845	NA	223882	NA	224104	NA	224089	NA	141	NA	97
VI	224700	227013	Interval_457	6	4	TRUE	TRUE	TRUE	TRUE	6.82292	15.2549	5.79803;4.25635	5.07867;3.639	15.2643	28.1898	11.9347;4.19104	6.28111;2.43937	18.8263	32.0201	15.1575;6.28686	8.87589;4.29265	224808	224880	224700;225795	224734;226571	226860	227013	225510;226211	225667;226816	491	416	483;325	775;212
VI	251916	252347	Interval_458	2	2	TRUE	FALSE	FALSE	TRUE	4.97553	NA	NA	3.47014	4.5117	NA	NA	2.21328	6.70389	NA	NA	4.03422	251916	NA	NA	252013	252272	NA	NA	252347	135	NA	NA	51
VI	255319	256482	Interval_459	4	3	TRUE	FALSE	TRUE	TRUE	3.7956;3.37359	NA	10.9611	4.81878	2.63445;2.02288	NA	18.4143	4.39277	4.53603;3.79742	NA	22.479	6.66751	255546;256169	NA	255319	255356	255845;256482	NA	255845	256190	106;274	NA	213	410
VI	263131	263485	Interval_460	2	2	FALSE	TRUE	FALSE	TRUE	NA	4.63135	NA	3.13952	NA	3.85208	NA	1.74044	NA	5.99114	NA	3.43614	NA	263131	NA	263291	NA	263374	NA	263485	NA	177	NA	145
VII	8	569	Interval_461	4	4	TRUE	TRUE	TRUE	TRUE	9.41694	11.5339	5.32113	5.78253	14.7966	19.3848	6.54388	6.15083	18.3294	22.8848	8.95714	8.73211	9	8	26	73	548	569	547	515	72	113	113	352
VII	10093	10353	Interval_462	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.70327	NA	NA	NA	3.92038	NA	NA	NA	6.10956	NA	NA	NA	10093	NA	NA	NA	10353	NA	NA	NA	193	NA	NA
VII	23131	23805	Interval_463	4	4	TRUE	TRUE	TRUE	TRUE	6.82478	8.81863	9.5631	8.9833	7.75759	11.7289	14.435	12.1632	10.4256	14.7163	18.0775	15.7571	23131	23293	23295	23302	23738	23740	23805	23733	307	137	164	65
VII	35212	35404	Interval_464	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.55981	NA	NA	NA	2.33383	NA	NA	NA	4.17099	NA	NA	NA	35212	NA	NA	NA	35404	NA	NA	NA	99	NA
VII	67255	67517	Interval_465	3	3	TRUE	FALSE	TRUE	TRUE	7.52929	NA	4.78155	5.19364	9.32303	NA	4.46984	5.35932	12.2093	NA	6.60906	7.7944	67316	NA	67255	67273	67483	NA	67517	67451	59	NA	226	126
VII	73786	74387	Interval_466	1	1	TRUE	FALSE	FALSE	FALSE	8.04859	NA	NA	NA	11.1374	NA	NA	NA	14.2216	NA	NA	NA	73786	NA	NA	NA	74387	NA	NA	NA	191	NA	NA	NA
VII	76535	76805	Interval_467	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.19588	NA	NA	NA	5.11724	NA	NA	NA	7.51535	NA	NA	NA	76535	NA	NA	NA	76805	NA	NA	NA	149
VII	94801	95199	Interval_468	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.26713	3.22347	NA	NA	3.77007	2.15875	NA	NA	5.80497	3.97391	NA	NA	94801	94933	NA	NA	95115	95199	NA	NA	101	74
VII	110410	110973	Interval_469	3	3	TRUE	FALSE	TRUE	TRUE	6.47751	NA	3.34709	4.67872	7.00667	NA	2.09149	4.06478	9.59481	NA	3.84803	6.22982	110560	NA	110410	110594	110973	NA	110673	110780	115	NA	220	75
VII	115388	115841	Interval_470	4	4	TRUE	TRUE	TRUE	TRUE	4.12206	5.70798	3.05127	4.00302	3.07073	5.718	1.61092	3.00551	5.05863	8.09397	3.30288	4.99398	115388	115532	115486	115412	115841	115823	115687	115644	308	141	42	192
VII	121904	122579	Interval_471	3	3	TRUE	FALSE	TRUE	TRUE	4.76257	NA	4.04578	3.28728	4.19382	NA	3.2775	2.10172	6.36271	NA	5.24382	3.90276	121904	NA	122175	122212	122432	NA	122437	122579	454	NA	120	311
VII	124326	124601	Interval_472	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.11766	NA	NA	NA	3.2911	NA	NA	NA	5.35478	NA	NA	NA	124326	NA	NA	NA	124601	NA	NA	NA	39
VII	149044	149391	Interval_473	4	4	TRUE	TRUE	TRUE	TRUE	8.83298	4.70327	7.62817	5.29084	11.5718	3.92038	9.81478	5.02375	14.7409	6.10956	12.7319	7.41575	149082	149060	149044	149082	149349	149313	149391	149391	126	39	126	15
VII	159132	159352	Interval_474	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	6.29967	NA	NA	NA	7.35039	NA	NA	NA	9.87395	NA	NA	NA	159132	NA	NA	NA	159352	NA	NA	NA	175	NA
VII	165016	166495	Interval_475	6	4	TRUE	TRUE	TRUE	TRUE	5.37807;3.78757	3.34645	2.83075;4.98199	5.78263	5.23122;2.74685	2.42626	1.38591;5.48888	6.43456	7.55594;4.66269	4.35361	2.97534;7.75405	9.04475	165233;166095	166091	165016;165927	165250	165443;166261	166495	165278;166446	166435	24;5	46	40;81	333
VII	190872	191232	Interval_476	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.28889	NA	NA	NA	7.09978	NA	NA	NA	9.85663	NA	NA	NA	190872	NA	NA	NA	191232	NA	NA	NA	131
