PeakID (cmd=annotatePeaks.pl SPT5.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_581	VIII	17420	18085	+	0	NA	TTS (YHL041W)	protein_coding-TTS (YHL041W)	360	YHL041W	YHL041W	YHL041W			YHL041W			protein_coding
Interval_907	XIII	67864	68209	+	0	NA	promoter-TSS (YML102W)	protein_coding-promoter-TSS (YML102W)	-98	snR85	snR85	snR85			snR85			snoRNA
Interval_696	X	525659	526152	+	0	NA	promoter-TSS (YJR047C)	protein_coding-promoter-TSS (YJR047C)	-430	YJR048W	YJR048W	YJR048W			CYC1			protein_coding
Interval_41	II	167920	168346	+	0	NA	promoter-TSS (YBL027W)	protein_coding-promoter-TSS (YBL027W)	-290	YBL027W	YBL027W	YBL027W			RPL19B			protein_coding
Interval_876	XII	830438	830850	+	0	NA	promoter-TSS (YLR351C)	protein_coding-promoter-TSS (YLR351C)	-280	YLR351C	YLR351C	YLR351C			NIT3			protein_coding
Interval_1257	XVI	770668	771025	+	0	NA	promoter-TSS (YPR119W)	protein_coding-promoter-TSS (YPR119W)	-807	YPR119W	YPR119W	YPR119W			CLB2			protein_coding
Interval_801	XII	92562	92921	+	0	NA	TTS (tP(UGG)L)	tRNA-TTS (tP(UGG)L)	193	tP(UGG)L	tP(UGG)L	tP(UGG)L			tP(UGG)L			tRNA
Interval_1100	XV	285513	285910	+	0	NA	promoter-TSS (YOL020W)	protein_coding-promoter-TSS (YOL020W)	-285	YOL021C	YOL021C	YOL021C			DIS3			protein_coding
Interval_366	V	16038	16267	+	0	NA	promoter-TSS (YEL071W)	protein_coding-promoter-TSS (YEL071W)	-203	YEL071W	YEL071W	YEL071W			DLD3			protein_coding
Interval_405	V	303281	303814	+	0	NA	promoter-TSS (YER073W)	protein_coding-promoter-TSS (YER073W)	-483	YER073W	YER073W	YER073W			ALD5			protein_coding
Interval_1148	XV	842082	842293	+	0	NA	promoter-TSS (YOR277C)	protein_coding-promoter-TSS (YOR277C)	-5	snR31	snR31	snR31			snR31			snoRNA
Interval_1036	XIV	442784	442952	+	0	NA	promoter-TSS (YNL097C)	protein_coding-promoter-TSS (YNL097C)	-138	tL(CAA)N	tL(CAA)N	tL(CAA)N			tL(CAA)N			tRNA
Interval_728	XI	73935	74133	+	0	NA	promoter-TSS (YKL197C)	protein_coding-promoter-TSS (YKL197C)	-169	YKL197C	YKL197C	YKL197C			PEX1			protein_coding
Interval_262	IV	1213227	1213430	+	0	NA	promoter-TSS (YDR366C)	protein_coding-promoter-TSS (YDR366C)	480	YDR367W	YDR367W	YDR367W			KEI1			protein_coding
Interval_330	IX	254142	254952	+	0	NA	promoter-TSS (YIL053W)	protein_coding-promoter-TSS (YIL053W)	4	YIL054W	YIL054W	YIL054W			YIL054W			protein_coding
Interval_711	X	646639	647318	+	0	NA	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	-148	YJR120W	YJR120W	YJR120W			YJR120W			protein_coding
Interval_297	IV	1506805	1507856	+	0	NA	promoter-TSS (YDR535C)	protein_coding-promoter-TSS (YDR535C)	32	YDR535C	YDR535C	YDR535C			YDR535C			protein_coding
Interval_732	XI	96425	96897	+	0	NA	promoter-TSS (YKL184W)	protein_coding-promoter-TSS (YKL184W)	-96	YKL184W	YKL184W	YKL184W			SPE1			protein_coding
Interval_552	VII	823478	823823	+	0	NA	promoter-TSS (YGR161C-C)	protein_coding-promoter-TSS (YGR161C-C)	168	tV(AAC)G2	tV(AAC)G2	tV(AAC)G2			tV(AAC)G2			tRNA
Interval_11	I	70954	71593	+	0	NA	promoter-TSS (YAL038W)	protein_coding-promoter-TSS (YAL038W)	-513	YAL038W	YAL038W	YAL038W			CDC19			protein_coding
Interval_686	X	391529	392159	+	0	NA	promoter-TSS (YJL026W)	protein_coding-promoter-TSS (YJL026W)	405	YJL027C	YJL027C	YJL027C			YJL027C			protein_coding
Interval_608	VIII	296735	297222	+	0	NA	promoter-TSS (YHR096C)	protein_coding-promoter-TSS (YHR096C)	-531	YHR096C	YHR096C	YHR096C			HXT5			protein_coding
Interval_591	VIII	121916	122772	+	0	NA	promoter-TSS (YHR007C)	protein_coding-promoter-TSS (YHR007C)	421	YHR007C-A	YHR007C-A	YHR007C-A			YHR007C-A			protein_coding
Interval_920	XIII	169915	170253	+	0	NA	promoter-TSS (YML052W)	protein_coding-promoter-TSS (YML052W)	-318	YML052W	YML052W	YML052W			SUR7			protein_coding
Interval_85	II	544579	544832	+	0	NA	promoter-TSS (YBR150C)	protein_coding-promoter-TSS (YBR150C)	-212	YBR150C	YBR150C	YBR150C			TBS1			protein_coding
Interval_619	VIII	388665	388979	+	0	NA	promoter-TSS (YHR144C)	protein_coding-promoter-TSS (YHR144C)	-96	YHR144C	YHR144C	YHR144C			DCD1			protein_coding
Interval_96	II	624769	625658	+	0	NA	promoter-TSS (YBR201C-A)	protein_coding-promoter-TSS (YBR201C-A)	-517	YBR201C-A	YBR201C-A	YBR201C-A			YBR201C-A			protein_coding
Interval_829	XII	459516	461009	+	0	NA	TTS (RDN25-2)	rRNA-TTS (RDN25-2)	586	RDN5-1	RDN5-1	RDN5-1			RDN5-1			rRNA
Interval_105	II	697522	698008	+	0	NA	promoter-TSS (YBR238C)	protein_coding-promoter-TSS (YBR238C)	-463	YBR238C	YBR238C	YBR238C			YBR238C			protein_coding
Interval_873	XII	808917	809486	+	0	NA	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-796	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
Interval_363	V	211	482	+	0	NA	promoter-TSS (YEL077W-A)	protein_coding-promoter-TSS (YEL077W-A)	-284	YEL077W-A	YEL077W-A	YEL077W-A			YEL077W-A			protein_coding
Interval_1066	XIV	664969	665250	+	0	NA	promoter-TSS (YNR019W)	protein_coding-promoter-TSS (YNR019W)	-230	YNR019W	YNR019W	YNR019W			ARE2			protein_coding
Interval_1071	XIV	783384	784245	+	0	NA	promoter-TSS (YNR077C)	protein_coding-promoter-TSS (YNR077C)	-273	YNR077C	YNR077C	YNR077C			YNR077C			protein_coding
Interval_238	IV	954158	954405	+	0	NA	promoter-TSS (YDR246W)	protein_coding-promoter-TSS (YDR246W)	-7	YDR246W	YDR246W	YDR246W			TRS23			protein_coding
Interval_275	IV	1355652	1355948	+	0	NA	promoter-TSS (YDR447C)	protein_coding-promoter-TSS (YDR447C)	-247	YDR447C	YDR447C	YDR447C			RPS17B			protein_coding
Interval_1132	XV	638690	639436	+	0	NA	promoter-TSS (YOR161C)	protein_coding-promoter-TSS (YOR161C)	204	YOR161C-C	YOR161C-C	YOR161C-C			YOR161C-C			protein_coding
Interval_936	XIII	340969	341182	+	0	NA	promoter-TSS (YMR034C)	protein_coding-promoter-TSS (YMR034C)	-67	YMR035W	YMR035W	YMR035W			IMP2			protein_coding
Interval_768	XI	383252	383555	+	0	NA	TTS (YKL030W)	protein_coding-TTS (YKL030W)	905	YKL030W	YKL030W	YKL030W			YKL030W			protein_coding
Interval_1119	XV	479833	480094	+	0	NA	promoter-TSS (YOR081C)	protein_coding-promoter-TSS (YOR081C)	-326	YOR082C	YOR082C	YOR082C			YOR082C			protein_coding
Interval_646	X	79577	79919	+	0	NA	promoter-TSS (YJL186W)	protein_coding-promoter-TSS (YJL186W)	-407	YJL186W	YJL186W	YJL186W			MNN5			protein_coding
Interval_1050	XIV	559058	559988	+	0	NA	promoter-TSS (YNL036W)	protein_coding-promoter-TSS (YNL036W)	-291	YNL036W	YNL036W	YNL036W			NCE103			protein_coding
Interval_326	IX	216116	216338	+	0	NA	promoter-TSS (YIL076W)	protein_coding-promoter-TSS (YIL076W)	-274	YIL077C	YIL077C	YIL077C			YIL077C			protein_coding
Interval_693	X	465997	466384	+	0	NA	promoter-TSS (YJR016C)	protein_coding-promoter-TSS (YJR016C)	18	YJR016C	YJR016C	YJR016C			ILV3			protein_coding
Interval_410	V	328301	328540	+	0	NA	promoter-TSS (YER085C)	protein_coding-promoter-TSS (YER085C)	-57	YER086W	YER086W	YER086W			ILV1			protein_coding
Interval_477	VII	197133	198063	+	0	NA	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-540	YGL162W	YGL162W	YGL162W			SUT1			protein_coding
Interval_723	XI	25928	26269	+	0	NA	TTS (YKL215C)	protein_coding-TTS (YKL215C)	883	YKL216W	YKL216W	YKL216W			URA1			protein_coding
Interval_1086	XV	110870	111157	+	0	NA	promoter-TSS (tG(UCC)O)	tRNA-promoter-TSS (tG(UCC)O)	20	tG(UCC)O	tG(UCC)O	tG(UCC)O			SUF1			tRNA
Interval_1240	XVI	591270	591496	+	0	NA	promoter-TSS (YPR015C)	protein_coding-promoter-TSS (YPR015C)	-357	YPR015C	YPR015C	YPR015C			YPR015C			protein_coding
Interval_464	VII	35213	35404	+	0	NA	promoter-TSS (YGL248W)	protein_coding-promoter-TSS (YGL248W)	-345	YGL248W	YGL248W	YGL248W			PDE1			protein_coding
Interval_1208	XVI	302809	303028	+	0	NA	promoter-TSS (YPL131W)	protein_coding-promoter-TSS (YPL131W)	-203	YPL131W	YPL131W	YPL131W			RPL5			protein_coding
Interval_145	III	299160	299362	+	0	NA	promoter-TSS (YCR098C)	protein_coding-promoter-TSS (YCR098C)	-656	YCR098C	YCR098C	YCR098C			GIT1			protein_coding
Interval_355	MT	18100	18387	+	0	NA	exon (Q0055, exon 2 of 2)	protein_coding-exon (Q0055, exon 2 of 2)	4425	Q0065	Q0065	Q0065			AI4			protein_coding
Interval_938	XIII	349713	350246	+	0	NA	promoter-TSS (YMR039C)	protein_coding-promoter-TSS (YMR039C)	-402	YMR040W	YMR040W	YMR040W			YET2			protein_coding
Interval_1120	XV	481856	482065	+	0	NA	promoter-TSS (YOR085W)	protein_coding-promoter-TSS (YOR085W)	-73	YOR085W	YOR085W	YOR085W			OST3			protein_coding
Interval_975	XIII	754267	754593	+	0	NA	promoter-TSS (YMR242C)	protein_coding-promoter-TSS (YMR242C)	133	YMR242W-A	YMR242W-A	YMR242W-A			YMR242W-A			protein_coding
Interval_236	IV	930491	930898	+	0	NA	promoter-TSS (YDR233C)	protein_coding-promoter-TSS (YDR233C)	-337	YDR233C	YDR233C	YDR233C			RTN1			protein_coding
Interval_328	IX	232450	232907	+	0	NA	promoter-TSS (YIL068W-A)	protein_coding-promoter-TSS (YIL068W-A)	-309	YIL069C	YIL069C	YIL069C			RPS24B			protein_coding
Interval_648	X	83131	83662	+	0	NA	promoter-TSS (YJL183W)	protein_coding-promoter-TSS (YJL183W)	-52	YJL184W	YJL184W	YJL184W			GON7			protein_coding
Interval_573	VII	1026732	1027200	+	0	NA	promoter-TSS (YGR268C)	protein_coding-promoter-TSS (YGR268C)	-313	YGR268C	YGR268C	YGR268C			HUA1			protein_coding
Interval_1196	XVI	174409	174876	+	0	NA	promoter-TSS (YPL196W)	protein_coding-promoter-TSS (YPL196W)	114	YPL197C	YPL197C	YPL197C			YPL197C			protein_coding
Interval_766	XI	381920	382423	+	0	NA	promoter-TSS (YKL030W)	protein_coding-promoter-TSS (YKL030W)	99	YKL031W	YKL031W	YKL031W			YKL031W			protein_coding
Interval_962	XIII	599239	599487	+	0	NA	promoter-TSS (YMR168C)	protein_coding-promoter-TSS (YMR168C)	-205	YMR168C	YMR168C	YMR168C			CEP3			protein_coding
Interval_529	VII	653953	654729	+	0	NA	promoter-TSS (YGR088W)	protein_coding-promoter-TSS (YGR088W)	-293	YGR088W	YGR088W	YGR088W			CTT1			protein_coding
Interval_1221	XVI	411624	412156	+	0	NA	promoter-TSS (YPL075W)	protein_coding-promoter-TSS (YPL075W)	-364	YPL075W	YPL075W	YPL075W			GCR1			protein_coding
Interval_654	X	122921	123735	+	0	NA	promoter-TSS (YJL158C)	protein_coding-promoter-TSS (YJL158C)	-380	YJL158C	YJL158C	YJL158C			CIS3			protein_coding
Interval_997	XIV	57591	58053	+	0	NA	promoter-TSS (YNL306W)	protein_coding-promoter-TSS (YNL306W)	-249	YNL307C	YNL307C	YNL307C			MCK1			protein_coding
Interval_688	X	415885	416081	+	0	NA	promoter-TSS (tW(CCA)J)	tRNA-promoter-TSS (tW(CCA)J)	53	tW(CCA)J	tW(CCA)J	tW(CCA)J			tW(CCA)J			tRNA
Interval_606	VIII	289287	289650	+	0	NA	promoter-TSS (YHR092C)	protein_coding-promoter-TSS (YHR092C)	326	YHR093W	YHR093W	YHR093W			AHT1			protein_coding
Interval_671	X	262679	262852	+	0	NA	promoter-TSS (YJL091C)	protein_coding-promoter-TSS (YJL091C)	-213	YJL091C	YJL091C	YJL091C			GWT1			protein_coding
Interval_220	IV	721664	722126	+	0	NA	promoter-TSS (YDR133C)	protein_coding-promoter-TSS (YDR133C)	-414	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
Interval_124	III	77837	78936	+	0	NA	promoter-TSS (YCL024W)	protein_coding-promoter-TSS (YCL024W)	-467	YCL025C	YCL025C	YCL025C			AGP1			protein_coding
Interval_779	XI	535606	535856	+	0	NA	promoter-TSS (YKR053C)	protein_coding-promoter-TSS (YKR053C)	-450	YKR053C	YKR053C	YKR053C			YSR3			protein_coding
Interval_112	II	792124	792299	+	0	NA	promoter-TSS (YBR295W)	protein_coding-promoter-TSS (YBR295W)	-638	YBR295W	YBR295W	YBR295W			PCA1			protein_coding
Interval_73	II	426621	427098	+	0	NA	promoter-TSS (YBR089C-A)	protein_coding-promoter-TSS (YBR089C-A)	199	YBR090C	YBR090C	YBR090C			YBR090C			protein_coding
Interval_891	XII	954144	955383	+	0	NA	promoter-TSS (YLR414C)	protein_coding-promoter-TSS (YLR414C)	126	YLR416C	YLR416C	YLR416C			YLR416C			protein_coding
Interval_55	II	292034	292309	+	0	NA	promoter-TSS (YBR025C)	protein_coding-promoter-TSS (YBR025C)	-306	YBR025C	YBR025C	YBR025C			OLA1			protein_coding
Interval_1239	XVI	587223	587485	+	0	NA	exon (YPR014C, exon 1 of 1)	protein_coding-exon (YPR014C, exon 1 of 1)	164	YPR014C	YPR014C	YPR014C			YPR014C			protein_coding
Interval_852	XII	660065	660473	+	0	NA	promoter-TSS (YLR258W)	protein_coding-promoter-TSS (YLR258W)	-447	YLR258W	YLR258W	YLR258W			GSY2			protein_coding
Interval_185	IV	392677	392840	+	0	NA	promoter-TSS (YDL032W)	protein_coding-promoter-TSS (YDL032W)	-701	YDL035C	YDL035C	YDL035C			GPR1			protein_coding
Interval_1141	XV	772308	772483	+	0	NA	promoter-TSS (YOR231W)	protein_coding-promoter-TSS (YOR231W)	-206	YOR231W	YOR231W	YOR231W			MKK1			protein_coding
Interval_6	I	32945	33285	+	0	NA	promoter-TSS (YAL061W)	protein_coding-promoter-TSS (YAL061W)	-333	YAL061W	YAL061W	YAL061W			BDH2			protein_coding
Interval_26	II	28404	28960	+	0	NA	promoter-TSS (YBL101C)	protein_coding-promoter-TSS (YBL101C)	255	YBL100W-C	YBL100W-C	YBL100W-C			YBL100W-C			protein_coding
Interval_131	III	137111	137867	+	0	NA	promoter-TSS (YCR011C)	protein_coding-promoter-TSS (YCR011C)	-257	YCR012W	YCR012W	YCR012W			PGK1			protein_coding
Interval_1212	XVI	340482	340909	+	0	NA	TTS (YPL110C)	protein_coding-TTS (YPL110C)	751	YPL111W	YPL111W	YPL111W			CAR1			protein_coding
Interval_495	VII	397745	398476	+	0	NA	promoter-TSS (YGL055W)	protein_coding-promoter-TSS (YGL055W)	-492	YGL056C	YGL056C	YGL056C			SDS23			protein_coding
Interval_580	VIII	4905	5286	+	0	NA	promoter-TSS (YHL049C)	protein_coding-promoter-TSS (YHL049C)	-554	YHL049C	YHL049C	YHL049C			YHL049C			protein_coding
Interval_289	IV	1459549	1459876	+	0	NA	promoter-TSS (YDR505C)	protein_coding-promoter-TSS (YDR505C)	-492	YDR505C	YDR505C	YDR505C			PSP1			protein_coding
Interval_168	IV	239599	240131	+	0	NA	promoter-TSS (YDL124W)	protein_coding-promoter-TSS (YDL124W)	-259	YDL125C	YDL125C	YDL125C			HNT1			protein_coding
Interval_909	XIII	73461	73766	+	0	NA	promoter-TSS (YML099W-A)	protein_coding-promoter-TSS (YML099W-A)	-616	YML099W-A	YML099W-A	YML099W-A			YML099W-A			protein_coding
Interval_395	V	266154	266317	+	0	NA	promoter-TSS (YER055C)	protein_coding-promoter-TSS (YER055C)	-450	YER055C	YER055C	YER055C			HIS1			protein_coding
Interval_1059	XIV	619824	619988	+	0	NA	promoter-TSS (YNL006W)	protein_coding-promoter-TSS (YNL006W)	-161	YNL006W	YNL006W	YNL006W			LST8			protein_coding
Interval_1110	XV	427456	427667	+	0	NA	promoter-TSS (YOR052C)	protein_coding-promoter-TSS (YOR052C)	-256	YOR053W	YOR053W	YOR053W			YOR053W			protein_coding
Interval_665	X	220287	220797	+	0	NA	promoter-TSS (YJL106W)	protein_coding-promoter-TSS (YJL106W)	-526	YJL107C	YJL107C	YJL107C			YJL107C			protein_coding
Interval_800	XII	83855	84549	+	0	NA	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-602	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
Interval_918	XIII	158812	159322	+	0	NA	promoter-TSS (YML058W)	protein_coding-promoter-TSS (YML058W)	307	YML058W-A	YML058W-A	YML058W-A			HUG1			protein_coding
Interval_216	IV	599744	600951	+	0	NA	promoter-TSS (YDR077W)	protein_coding-promoter-TSS (YDR077W)	-446	YDR077W	YDR077W	YDR077W			SED1			protein_coding
Interval_1211	XVI	339165	340257	+	0	NA	promoter-TSS (YPL111W)	protein_coding-promoter-TSS (YPL111W)	-233	YPL111W	YPL111W	YPL111W			CAR1			protein_coding
Interval_1142	XV	779515	780187	+	0	NA	promoter-TSS (YOR234C)	protein_coding-promoter-TSS (YOR234C)	-19	YOR235W	YOR235W	YOR235W			IRC13			protein_coding
Interval_1087	XV	117582	118171	+	0	NA	promoter-TSS (YOL103W-A)	protein_coding-promoter-TSS (YOL103W-A)	-124	YOL103W-B	YOL103W-B	YOL103W-B			YOL103W-B			protein_coding
Interval_961	XIII	592297	592528	+	0	NA	TTS (YMR166C)	protein_coding-TTS (YMR166C)	216	YMR165C	YMR165C	YMR165C			PAH1			protein_coding
Interval_694	X	521762	521956	+	0	NA	promoter-TSS (YJR045C)	protein_coding-promoter-TSS (YJR045C)	-189	YJR046W	YJR046W	YJR046W			TAH11			protein_coding
Interval_1194	XVI	132904	133122	+	0	NA	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-30	YPL221W	YPL221W	YPL221W			FLC1			protein_coding
Interval_957	XIII	545732	545927	+	0	NA	promoter-TSS (YMR137C)	protein_coding-promoter-TSS (YMR137C)	-296	YMR139W	YMR139W	YMR139W			RIM11			protein_coding
Interval_672	X	268453	268799	+	0	NA	promoter-TSS (YJL088W)	protein_coding-promoter-TSS (YJL088W)	-173	YJL088W	YJL088W	YJL088W			ARG3			protein_coding
Interval_428	V	462693	462899	+	0	NA	promoter-TSS (YER145C-A)	protein_coding-promoter-TSS (YER145C-A)	27	YER145C-A	YER145C-A	YER145C-A			YER145C-A			protein_coding
Interval_705	X	617848	618073	+	0	NA	promoter-TSS (YJR100C)	protein_coding-promoter-TSS (YJR100C)	41	tL(UAG)J	tL(UAG)J	tL(UAG)J			tL(UAG)J			tRNA
Interval_1197	XVI	184426	184630	+	0	NA	TTS (YPL190C)	protein_coding-TTS (YPL190C)	151	YPL191C	YPL191C	YPL191C			YPL191C			protein_coding
Interval_851	XII	658128	658592	+	0	NA	promoter-TSS (YLR257W)	protein_coding-promoter-TSS (YLR257W)	-466	YLR257W	YLR257W	YLR257W			YLR257W			protein_coding
Interval_59	II	347393	347728	+	0	NA	promoter-TSS (YBR055C)	protein_coding-promoter-TSS (YBR055C)	-43	tL(UAA)B2	tL(UAA)B2	tL(UAA)B2			tL(UAA)B2			tRNA
Interval_377	V	117436	118208	+	0	NA	promoter-TSS (YEL020C-B)	protein_coding-promoter-TSS (YEL020C-B)	213	RPR1	RPR1	RPR1			RPR1			ncRNA
Interval_892	XII	1002164	1002516	+	0	NA	promoter-TSS (YLR431C)	protein_coding-promoter-TSS (YLR431C)	-217	YLR432W	YLR432W	YLR432W			IMD3			protein_coding
Interval_874	XII	818555	819284	+	0	NA	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	310	tR(CCG)L	tR(CCG)L	tR(CCG)L			TRR4			tRNA
Interval_540	VII	739039	739802	+	0	NA	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	298	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
Interval_111	II	776184	776461	+	0	NA	promoter-TSS (YBR287W)	protein_coding-promoter-TSS (YBR287W)	-249	YBR287W	YBR287W	YBR287W			YBR287W			protein_coding
Interval_71	II	415316	415735	+	0	NA	promoter-TSS (YBR084C-A)	protein_coding-promoter-TSS (YBR084C-A)	-264	YBR084C-A	YBR084C-A	YBR084C-A			RPL19A			protein_coding
Interval_132	III	163266	164297	+	0	NA	promoter-TSS (YCR024C-A)	protein_coding-promoter-TSS (YCR024C-A)	75	YCR025C	YCR025C	YCR025C			YCR025C			protein_coding
Interval_1222	XVI	425084	426203	+	0	NA	promoter-TSS (YPL066W)	protein_coding-promoter-TSS (YPL066W)	204	YPL067C	YPL067C	YPL067C			YPL067C			protein_coding
Interval_1084	XV	94299	94759	+	0	NA	promoter-TSS (YOL120C)	protein_coding-promoter-TSS (YOL120C)	-127	YOL120C	YOL120C	YOL120C			RPL18A			protein_coding
Interval_867	XII	787470	787740	+	0	NA	promoter-TSS (YLR330W)	protein_coding-promoter-TSS (YLR330W)	-59	YLR330W	YLR330W	YLR330W			CHS5			protein_coding
Interval_1168	XV	1009624	1010071	+	0	NA	promoter-TSS (YOR357C)	protein_coding-promoter-TSS (YOR357C)	-135	YOR357C	YOR357C	YOR357C			SNX3			protein_coding
Interval_364	V	6208	6780	+	0	NA	promoter-TSS (YEL075C)	protein_coding-promoter-TSS (YEL075C)	368	YEL074W	YEL074W	YEL074W			YEL074W			protein_coding
Interval_455	VI	221371	222200	+	0	NA	promoter-TSS (RUF23)	ncRNA-promoter-TSS (RUF23)	71	RUF23	RUF23	RUF23			RUF23			ncRNA
Interval_249	IV	1059118	1059356	+	0	NA	promoter-TSS (YDR298C)	protein_coding-promoter-TSS (YDR298C)	-390	YDR299W	YDR299W	YDR299W			BFR2			protein_coding
Interval_567	VII	959121	959586	+	0	NA	promoter-TSS (YGR234W)	protein_coding-promoter-TSS (YGR234W)	-551	YGR234W	YGR234W	YGR234W			YHB1			protein_coding
Interval_13	I	76011	76268	+	0	NA	promoter-TSS (YAL035W)	protein_coding-promoter-TSS (YAL035W)	13	YAL036C	YAL036C	YAL036C			RBG1			protein_coding
Interval_179	IV	358009	358207	+	0	NA	Intergenic	Intergenic	-1349	YDL055C	YDL055C	YDL055C			PSA1			protein_coding
Interval_1067	XIV	692075	692288	+	0	NA	promoter-TSS (YNR034W-A)	protein_coding-promoter-TSS (YNR034W-A)	-380	YNR034W-A	YNR034W-A	YNR034W-A			YNR034W-A			protein_coding
Interval_712	X	651151	651744	+	0	NA	promoter-TSS (YJR123W)	protein_coding-promoter-TSS (YJR123W)	-454	YJR123W	YJR123W	YJR123W			RPS5			protein_coding
Interval_261	IV	1201667	1202070	+	0	NA	promoter-TSS (YDR363W-A)	protein_coding-promoter-TSS (YDR363W-A)	118	tK(CUU)D1	tK(CUU)D1	tK(CUU)D1			tK(CUU)D1			tRNA
Interval_257	IV	1164847	1165720	+	0	NA	promoter-TSS (YDR345C)	protein_coding-promoter-TSS (YDR345C)	-623	YDR345C	YDR345C	YDR345C			HXT3			protein_coding
Interval_592	VIII	126002	126401	+	0	NA	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-320	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
Interval_574	VII	1050356	1050618	+	0	NA	promoter-TSS (YGR279C)	protein_coding-promoter-TSS (YGR279C)	-529	YGR279C	YGR279C	YGR279C			SCW4			protein_coding
Interval_785	XI	589467	590150	+	0	NA	promoter-TSS (YKR079C)	protein_coding-promoter-TSS (YKR079C)	-503	YKR079C	YKR079C	YKR079C			TRZ1			protein_coding
Interval_840	XII	586019	586277	+	0	NA	promoter-TSS (YLR223C)	protein_coding-promoter-TSS (YLR223C)	-316	YLR224W	YLR224W	YLR224W			YLR224W			protein_coding
Interval_426	V	441761	443118	+	0	NA	promoter-TSS (YER137C)	protein_coding-promoter-TSS (YER137C)	452	SCR1	SCR1	SCR1			SCR1			ncRNA
Interval_1098	XV	255176	255436	+	0	NA	promoter-TSS (YOL038C-A)	protein_coding-promoter-TSS (YOL038C-A)	-31	YOL038W	YOL038W	YOL038W			PRE6			protein_coding
Interval_731	XI	93461	93899	+	0	NA	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-382	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
Interval_89	II	564886	565190	+	0	NA	promoter-TSS (YBR162C)	protein_coding-promoter-TSS (YBR162C)	-193	YBR162W-A	YBR162W-A	YBR162W-A			YSY6			protein_coding
Interval_551	VII	811056	811253	+	0	NA	promoter-TSS (YGR161W-A)	protein_coding-promoter-TSS (YGR161W-A)	-584	YGR161W-B	YGR161W-B	YGR161W-B			YGR161W-B			protein_coding
Interval_310	IX	106066	106321	+	0	NA	TTS (YIL129C)	protein_coding-TTS (YIL129C)	3411	YIL130W	YIL130W	YIL130W			ASG1			protein_coding
Interval_1005	XIV	107234	107532	+	0	NA	promoter-TSS (YNL282W)	protein_coding-promoter-TSS (YNL282W)	-304	YNL282W	YNL282W	YNL282W			POP3			protein_coding
Interval_67	II	378655	379231	+	0	NA	promoter-TSS (YBR069C)	protein_coding-promoter-TSS (YBR069C)	-510	YBR069C	YBR069C	YBR069C			TAT1			protein_coding
Interval_639	X	36984	37173	+	0	NA	promoter-TSS (YJL209W)	protein_coding-promoter-TSS (YJL209W)	122	YJL211C	YJL211C	YJL211C			YJL211C			protein_coding
Interval_463	VII	23132	23805	+	0	NA	promoter-TSS (YGL253W)	protein_coding-promoter-TSS (YGL253W)	-467	YGL253W	YGL253W	YGL253W			HXK2			protein_coding
Interval_1064	XIV	661993	662574	+	0	NA	promoter-TSS (YNR016C)	protein_coding-promoter-TSS (YNR016C)	-630	YNR017W	YNR017W	YNR017W			TIM23			protein_coding
Interval_1188	XVI	106638	107038	+	0	NA	promoter-TSS (YPL232W)	protein_coding-promoter-TSS (YPL232W)	-437	YPL232W	YPL232W	YPL232W			SSO1			protein_coding
Interval_1230	XVI	497657	497951	+	0	NA	promoter-TSS (YPL028W)	protein_coding-promoter-TSS (YPL028W)	-292	YPL028W	YPL028W	YPL028W			ERG10			protein_coding
Interval_724	XI	38116	38589	+	0	NA	promoter-TSS (YKL210W)	protein_coding-promoter-TSS (YKL210W)	-199	YKL211C	YKL211C	YKL211C			TRP3			protein_coding
Interval_949	XIII	453639	453831	+	0	NA	promoter-TSS (YMR092C)	protein_coding-promoter-TSS (YMR092C)	-256	YMR092C	YMR092C	YMR092C			AIP1			protein_coding
Interval_1249	XVI	689672	689892	+	0	NA	promoter-TSS (YPR072W)	protein_coding-promoter-TSS (YPR072W)	217	tS(UGA)P	tS(UGA)P	tS(UGA)P			SUP16			tRNA
