PeakID (cmd=annotatePeaks.pl SPT5_T15_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T15_R1_peak_694	XVI	586344	586645	+	19	NA	promoter-TSS (YPR013C)	protein_coding-promoter-TSS (YPR013C)	-909	YPR013C	YPR013C	YPR013C			CMR3			protein_coding
SPT5_T15_R1_peak_490	XIII	5365	5586	+	19	NA	promoter-TSS (YML133C)	protein_coding-promoter-TSS (YML133C)	-791	YML133C	YML133C	YML133C			YML133C			protein_coding
SPT5_T15_R1_peak_500	XIII	160013	160215	+	19	NA	promoter-TSS (YML057W)	protein_coding-promoter-TSS (YML057W)	-66	YML057W	YML057W	YML057W			CMP2			protein_coding
SPT5_T15_R1_peak_711	XVI	870220	870568	+	19	NA	promoter-TSS (YPR163C)	protein_coding-promoter-TSS (YPR163C)	-309	YPR164W	YPR164W	YPR164W			MMS1			protein_coding
SPT5_T15_R1_peak_17	II	131936	132168	+	19	NA	promoter-TSS (YBL046W)	protein_coding-promoter-TSS (YBL046W)	-12	YBL047C	YBL047C	YBL047C			EDE1			protein_coding
SPT5_T15_R1_peak_522	XIII	510529	511080	+	18	NA	promoter-TSS (YMR121C)	protein_coding-promoter-TSS (YMR121C)	271	YMR122C	YMR122C	YMR122C			YMR122C			protein_coding
SPT5_T15_R1_peak_50	II	589244	589545	+	17	NA	promoter-TSS (YBR179C)	protein_coding-promoter-TSS (YBR179C)	-280	YBR179C	YBR179C	YBR179C			FZO1			protein_coding
SPT5_T15_R1_peak_148	IV	1386687	1386881	+	17	NA	promoter-TSS (YDR463W)	protein_coding-promoter-TSS (YDR463W)	-32	YDR463W	YDR463W	YDR463W			STP1			protein_coding
SPT5_T15_R1_peak_77	IV	83574	83827	+	16	NA	promoter-TSS (YDL210W)	protein_coding-promoter-TSS (YDL210W)	152	tG(GCC)D1	tG(GCC)D1	tG(GCC)D1			tG(GCC)D1			tRNA
SPT5_T15_R1_peak_646	XV	912515	912927	+	16	NA	promoter-TSS (YOR318C)	protein_coding-promoter-TSS (YOR318C)	-101	YOR319W	YOR319W	YOR319W			HSH49			protein_coding
SPT5_T15_R1_peak_573	XIV	491177	491372	+	16	NA	promoter-TSS (YNL071W)	protein_coding-promoter-TSS (YNL071W)	-249	YNL071W	YNL071W	YNL071W			LAT1			protein_coding
SPT5_T15_R1_peak_227	VI	27841	28056	+	16	NA	promoter-TSS (YFL052W)	protein_coding-promoter-TSS (YFL052W)	-284	YFL052W	YFL052W	YFL052W			YFL052W			protein_coding
SPT5_T15_R1_peak_701	XVI	666104	666403	+	16	NA	promoter-TSS (YPR050C)	protein_coding-promoter-TSS (YPR050C)	-10	YPR053C	YPR053C	YPR053C			YPR053C			protein_coding
SPT5_T15_R1_peak_609	XV	383146	383351	+	16	NA	TTS (YOR027W)	protein_coding-TTS (YOR027W)	1172	YOR028C	YOR028C	YOR028C			CIN5			protein_coding
SPT5_T15_R1_peak_249	VII	115487	115687	+	16	NA	promoter-TSS (YGL202W)	protein_coding-promoter-TSS (YGL202W)	99	tK(UUU)G1	tK(UUU)G1	tK(UUU)G1			tK(UUU)G1			tRNA
SPT5_T15_R1_peak_555	XIV	217309	217500	+	16	NA	promoter-TSS (YNL231C)	protein_coding-promoter-TSS (YNL231C)	-362	YNL231C	YNL231C	YNL231C			PDR16			protein_coding
SPT5_T15_R1_peak_164	IX	160519	160726	+	15	NA	promoter-TSS (YIL108W)	protein_coding-promoter-TSS (YIL108W)	-265	YIL108W	YIL108W	YIL108W			YIL108W			protein_coding
SPT5_T15_R1_peak_457	XII	605339	605533	+	15	NA	promoter-TSS (YLR229C)	protein_coding-promoter-TSS (YLR229C)	-4	tI(UAU)L	tI(UAU)L	tI(UAU)L			tI(UAU)L			tRNA
SPT5_T15_R1_peak_571	XIV	442520	442780	+	15	NA	promoter-TSS (YNL097C)	protein_coding-promoter-TSS (YNL097C)	-292	YNL097C	YNL097C	YNL097C			PHO23			protein_coding
SPT5_T15_R1_peak_565	XIV	351511	351725	+	15	NA	promoter-TSS (YNL145W)	protein_coding-promoter-TSS (YNL145W)	-38	YNL146C-A	YNL146C-A	YNL146C-A			YNL146C-A			protein_coding
SPT5_T15_R1_peak_27	II	251354	251570	+	15	NA	promoter-TSS (YBR007C)	protein_coding-promoter-TSS (YBR007C)	-446	YBR007C	YBR007C	YBR007C			DSF2			protein_coding
SPT5_T15_R1_peak_298	VII	828231	828907	+	14	NA	promoter-TSS (YGR164W)	protein_coding-promoter-TSS (YGR164W)	-56	YGR164W	YGR164W	YGR164W			YGR164W			protein_coding
SPT5_T15_R1_peak_316	VIII	18212	18458	+	14	NA	TTS (YHL040C)	protein_coding-TTS (YHL040C)	943	YHL041W	YHL041W	YHL041W			YHL041W			protein_coding
SPT5_T15_R1_peak_423	XI	535606	535856	+	14	NA	promoter-TSS (YKR053C)	protein_coding-promoter-TSS (YKR053C)	-450	YKR053C	YKR053C	YKR053C			YSR3			protein_coding
SPT5_T15_R1_peak_363	X	278688	278982	+	14	NA	promoter-TSS (YJL083W)	protein_coding-promoter-TSS (YJL083W)	-6	YJL083W	YJL083W	YJL083W			TAX4			protein_coding
SPT5_T15_R1_peak_607	XV	349303	349528	+	14	NA	promoter-TSS (YOR011W)	protein_coding-promoter-TSS (YOR011W)	-264	YOR011W	YOR011W	YOR011W			AUS1			protein_coding
SPT5_T15_R1_peak_543	XIII	901205	901472	+	14	NA	promoter-TSS (YMR313C)	protein_coding-promoter-TSS (YMR313C)	-31	YMR313C	YMR313C	YMR313C			TGL3			protein_coding
SPT5_T15_R1_peak_418	XI	439677	439884	+	14	NA	promoter-TSS (YKL001C)	protein_coding-promoter-TSS (YKL001C)	-395	YKL001C	YKL001C	YKL001C			MET14			protein_coding
SPT5_T15_R1_peak_30	II	288226	288537	+	14	NA	promoter-TSS (YBR023C)	protein_coding-promoter-TSS (YBR023C)	-456	YBR023C	YBR023C	YBR023C			CHS3			protein_coding
SPT5_T15_R1_peak_323	VIII	138363	138567	+	13	NA	promoter-TSS (YHR016C)	protein_coding-promoter-TSS (YHR016C)	-10	YHR016C	YHR016C	YHR016C			YSC84			protein_coding
SPT5_T15_R1_peak_253	VII	165017	165278	+	13	NA	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-56	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
SPT5_T15_R1_peak_3	I	32507	32827	+	13	NA	promoter-TSS (YAL061W)	protein_coding-promoter-TSS (YAL061W)	-781	YAL061W	YAL061W	YAL061W			BDH2			protein_coding
SPT5_T15_R1_peak_160	IX	85014	85239	+	13	NA	promoter-TSS (YIL140W)	protein_coding-promoter-TSS (YIL140W)	73	YIL141W	YIL141W	YIL141W			YIL141W			protein_coding
SPT5_T15_R1_peak_78	IV	97988	98377	+	13	NA	promoter-TSS (YDL202W)	protein_coding-promoter-TSS (YDL202W)	-229	YDL203C	YDL203C	YDL203C			ACK1			protein_coding
SPT5_T15_R1_peak_365	X	314276	314594	+	13	NA	promoter-TSS (YJL064W)	protein_coding-promoter-TSS (YJL064W)	351	YJL067W	YJL067W	YJL067W			YJL067W			protein_coding
SPT5_T15_R1_peak_536	XIII	777402	777829	+	13	NA	promoter-TSS (YMR253C)	protein_coding-promoter-TSS (YMR253C)	308	YMR254C	YMR254C	YMR254C			YMR254C			protein_coding
