PeakID (cmd=annotatePeaks.pl SPT5_T15_R2_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
VIII-21	VIII	298845	298937	+	1059.0	0.559	promoter-TSS (YHR097C)	protein_coding-promoter-TSS (YHR097C)	-282	YHR097C	YHR097C	YHR097C			YHR097C			protein_coding
XII-67	XII	1012303	1012395	+	1059.0	0.765	promoter-TSS (YLR437C)	protein_coding-promoter-TSS (YLR437C)	-152	YLR438W	YLR438W	YLR438W			CAR2			protein_coding
VII-61	VII	122455	122547	+	1059.0	0.773	TTS (YGL200C)	protein_coding-TTS (YGL200C)	232	tK(CUU)G1	tK(CUU)G1	tK(CUU)G1			tK(CUU)G1			tRNA
XVI-59	XVI	257188	257280	+	1059.0	0.600	promoter-TSS (YPL156C)	protein_coding-promoter-TSS (YPL156C)	-467	YPL156C	YPL156C	YPL156C			PRM4			protein_coding
X-30	X	402596	402688	+	1059.0	0.778	promoter-TSS (YJL019W)	protein_coding-promoter-TSS (YJL019W)	-232	YJL020C	YJL020C	YJL020C			BBC1			protein_coding
IV-74	IV	626175	626267	+	1059.0	0.722	promoter-TSS (YDR090C)	protein_coding-promoter-TSS (YDR090C)	-223	YDR090C	YDR090C	YDR090C			YDR090C			protein_coding
IV-92	IV	226989	227081	+	1059.0	0.600	promoter-TSS (YDL131W)	protein_coding-promoter-TSS (YDL131W)	-358	YDL131W	YDL131W	YDL131W			LYS21			protein_coding
VII-66	VII	528787	528879	+	1059.0	0.517	promoter-TSS (YGR023W)	protein_coding-promoter-TSS (YGR023W)	-431	YGR023W	YGR023W	YGR023W			MTL1			protein_coding
XV-79	XV	288261	288353	+	1059.0	0.591	promoter-TSS (YOL019W)	protein_coding-promoter-TSS (YOL019W)	-113	YOL019W-A	YOL019W-A	YOL019W-A			YOL019W-A			protein_coding
III-12	III	316366	316458	+	1059.0	0.810	promoter-TSS (YCR108C)	protein_coding-promoter-TSS (YCR108C)	-224	YCR108C	YCR108C	YCR108C			YCR108C			protein_coding
VII-70	VII	772035	772127	+	1059.0	0.680	promoter-TSS (YGR142W)	protein_coding-promoter-TSS (YGR142W)	-373	YGR142W	YGR142W	YGR142W			BTN2			protein_coding
IV-86	IV	1445657	1445749	+	1059.0	0.750	promoter-TSS (YDR497C)	protein_coding-promoter-TSS (YDR497C)	-236	YDR497C	YDR497C	YDR497C			ITR1			protein_coding
VIII-32	VIII	556393	556485	+	1059.0	0.789	TTS (YHR216W)	protein_coding-TTS (YHR216W)	603	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
XV-83	XV	609230	609322	+	1059.0	0.737	promoter-TSS (YOR148C)	protein_coding-promoter-TSS (YOR148C)	-79	YOR148C	YOR148C	YOR148C			SPP2			protein_coding
IV-91	IV	221994	222086	+	1059.0	0.536	promoter-TSS (YDL133C-A)	protein_coding-promoter-TSS (YDL133C-A)	-239	YDL133C-A	YDL133C-A	YDL133C-A			RPL41B			protein_coding
VII-69	VII	733266	733358	+	1059.0	0.586	promoter-TSS (YGR121C)	protein_coding-promoter-TSS (YGR121C)	-100	YGR121W-A	YGR121W-A	YGR121W-A			YGR121W-A			protein_coding
XVI-52	XVI	572431	572523	+	1059.0	0.704	promoter-TSS (YPR008W)	protein_coding-promoter-TSS (YPR008W)	208	tG(GCC)P1	tG(GCC)P1	tG(GCC)P1			tG(GCC)P1			tRNA
XIII-64	XIII	272926	273018	+	1059.0	0.875	promoter-TSS (YMR003W)	protein_coding-promoter-TSS (YMR003W)	-146	YMR003W	YMR003W	YMR003W			AIM34			protein_coding
XIV-29	XIV	198448	198540	+	1059.0	0.655	promoter-TSS (YNL241C)	protein_coding-promoter-TSS (YNL241C)	-551	YNL241C	YNL241C	YNL241C			ZWF1			protein_coding
XIV-37	XIV	110704	110796	+	1059.0	0.708	promoter-TSS (YNL279W)	protein_coding-promoter-TSS (YNL279W)	-167	YNL279W	YNL279W	YNL279W			PRM1			protein_coding
XII-51	XII	234660	234752	+	1059.0	0.708	promoter-TSS (YLR044C)	protein_coding-promoter-TSS (YLR044C)	-625	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
XVI-72	XVI	860433	860525	+	1059.0	0.696	promoter-TSS (YPR159C-A)	protein_coding-promoter-TSS (YPR159C-A)	-64	YPR159C-A	YPR159C-A	YPR159C-A			YPR159C-A			protein_coding
VIII-28	VIII	148917	149009	+	1059.0	0.583	promoter-TSS (YHR021C)	protein_coding-promoter-TSS (YHR021C)	-262	YHR021W-A	YHR021W-A	YHR021W-A			ECM12			protein_coding
XII-54	XII	665164	665256	+	1059.0	0.667	promoter-TSS (YLR259C)	protein_coding-promoter-TSS (YLR259C)	-208	YLR259C	YLR259C	YLR259C			HSP60			protein_coding
V-45	V	491277	491369	+	977.5	0.586	promoter-TSS (YER158C)	protein_coding-promoter-TSS (YER158C)	-164	YER158W-A	YER158W-A	YER158W-A			YER158W-A			protein_coding
XII-64	XII	789863	789955	+	977.5	0.824	promoter-TSS (YLR332W)	protein_coding-promoter-TSS (YLR332W)	-767	YLR332W	YLR332W	YLR332W			MID2			protein_coding
VI-16	VI	90813	90905	+	977.5	0.619	promoter-TSS (YFL023W)	protein_coding-promoter-TSS (YFL023W)	-127	YFL023W	YFL023W	YFL023W			BUD27			protein_coding
X-35	X	703879	703971	+	977.5	0.800	promoter-TSS (YJR145C)	protein_coding-promoter-TSS (YJR145C)	40	YJR146W	YJR146W	YJR146W			YJR146W			protein_coding
X-31	X	525903	525995	+	977.5	0.520	promoter-TSS (YJR047C)	protein_coding-promoter-TSS (YJR047C)	-386	YJR048W	YJR048W	YJR048W			CYC1			protein_coding
XI-40	XI	442821	442913	+	977.5	0.750	promoter-TSS (YKR001C)	protein_coding-promoter-TSS (YKR001C)	-145	YKR001C	YKR001C	YKR001C			VPS1			protein_coding
XV-76	XV	61206	61298	+	977.5	0.824	promoter-TSS (YOL139C)	protein_coding-promoter-TSS (YOL139C)	-228	YOL139C	YOL139C	YOL139C			CDC33			protein_coding
XIII-70	XIII	662150	662242	+	977.5	0.750	promoter-TSS (YMR199W)	protein_coding-promoter-TSS (YMR199W)	-448	YMR199W	YMR199W	YMR199W			CLN1			protein_coding
IX-22	IX	150353	150445	+	977.5	0.667	promoter-TSS (YIL113W)	protein_coding-promoter-TSS (YIL113W)	-160	YIL113W	YIL113W	YIL113W			SDP1			protein_coding
VII-62	VII	141867	141959	+	977.5	0.722	promoter-TSS (YGL192W)	protein_coding-promoter-TSS (YGL192W)	-187	YGL194C	YGL194C	YGL194C			HOS2			protein_coding
XV-77	XV	255148	255240	+	977.5	0.833	promoter-TSS (YOL038C-A)	protein_coding-promoter-TSS (YOL038C-A)	-143	YOL038W	YOL038W	YOL038W			PRE6			protein_coding
XI-38	XI	355489	355581	+	977.5	0.516	promoter-TSS (YKL044W)	protein_coding-promoter-TSS (YKL044W)	-787	YKL044W	YKL044W	YKL044W			YKL044W			protein_coding
VI-17	VI	256044	256136	+	977.5	0.586	Intergenic	Intergenic	-1041	YFR053C	YFR053C	YFR053C			HXK1			protein_coding
I-11	I	92722	92814	+	977.5	0.667	promoter-TSS (YAL028W)	protein_coding-promoter-TSS (YAL028W)	-132	YAL028W	YAL028W	YAL028W			FRT2			protein_coding
IV-95	IV	976605	976697	+	977.5	0.654	promoter-TSS (YDR259C)	protein_coding-promoter-TSS (YDR259C)	578	YDR260C	YDR260C	YDR260C			SWM1			protein_coding
VII-75	VII	951410	951502	+	896.1	0.636	promoter-TSS (YGR229C)	protein_coding-promoter-TSS (YGR229C)	-438	YGR230W	YGR230W	YGR230W			BNS1			protein_coding
II-45	II	350892	350984	+	896.1	0.654	promoter-TSS (YBR056W-A)	protein_coding-promoter-TSS (YBR056W-A)	111	tQ(UUG)B	tQ(UUG)B	tQ(UUG)B			tQ(UUG)B			tRNA
IV-90	IV	156135	156227	+	896.1	0.667	promoter-TSS (YDL170W)	protein_coding-promoter-TSS (YDL170W)	-137	YDL170W	YDL170W	YDL170W			UGA3			protein_coding
